
-2.790307	-2.511521	9.827875
0.084269	-0.160688	-0.246498
-4.866329	0.668203	2.974944
0.178388	0.201323	0.205374
-2.506485	4.945677	1.761834
0.014092	-0.207221	0.205763
6.749779	7.039094	2.798242
-0.023537	0.406980	0.295007
9.338511	8.885769	3.090304
-0.143246	0.096561	-0.073504
7.933591	-1.855983	6.694845
0.382740	0.497597	0.499771
4.172490	0.886563	-1.006805
-0.027039	0.380108	-0.232192
0.637990	-3.610645	5.158086
-0.207839	-0.243408	0.439093
-0.861690	-0.906552	3.818628
0.268387	0.378208	0.294870
2.274087	-1.919614	6.156041
0.101344	0.093471	0.461867
6.166570	-3.375805	3.985718
0.038926	0.301256	0.206725
3.586078	0.420087	-2.726676
-0.081172	0.068865	0.352161
2.756585	9.849849	6.273232
0.009171	-0.123264	0.242981
2.378460	-4.046907	5.496384
0.128605	-0.139378	0.462188
-2.876369	8.576769	5.393384
-0.022713	0.069918	-0.197218
9.499191	5.247810	-2.701499
0.407941	0.366260	0.186537
-2.129734	-2.331614	7.257912
0.106449	-0.133335	0.127941
5.980255	1.083865	-0.806299
0.176557	0.261681	0.316889
5.828731	2.129429	-3.154698
0.025857	0.376011	-0.223678
2.755211	4.944761	1.393322
-0.171491	0.462004	0.441038
3.243201	0.189825	2.075869
0.031236	0.385235	-0.012345
1.841487	-0.921659	9.744560
-0.026650	0.304392	0.175459
-2.060152	6.419722	7.591632
0.048242	0.125675	0.417623
-4.588000	9.919431	3.588824
-0.212119	0.148495	-0.104450
7.645650	4.401380	4.864193
-0.101611	0.381619	-0.157506
-3.351085	6.146885	-0.289010
0.455802	-0.035440	0.002235
-2.896054	5.996277	7.519302
0.280999	0.200179	0.310411
-1.209143	-2.832880	-4.975738
-0.204245	0.354678	0.389470
-1.841334	-3.265938	3.298135
-0.239311	-0.164670	0.090884
6.283303	5.292214	3.151647
-0.194586	0.077540	-0.098544
5.443281	-0.644704	1.550340
-0.075678	0.183401	0.149434
4.430220	-2.597125	2.562029
0.472282	0.271821	0.443602
-2.150792	0.039216	-2.324748
0.496384	0.093081	0.498512
-3.537400	4.377575	-3.584094
0.078295	0.448637	-0.213675
8.419293	-0.649739	-1.590472
0.326800	0.058039	-0.098521
4.421064	4.062166	1.774193
0.099765	0.198370	0.226043
7.821895	7.431868	4.371624
0.290681	0.174314	0.031350
-2.235939	6.068605	3.326975
0.428816	-0.067850	-0.108295
4.070865	5.477615	3.769188
0.013474	0.120846	-0.189711
6.111178	4.180730	4.305704
0.268342	0.353397	-0.138165
3.640553	8.015991	8.673361
0.211028	0.295763	-0.217589
5.016633	9.647969	-0.274819
0.176901	-0.020631	-0.119556
-3.371685	8.035676	7.768334
0.308237	-0.133839	-0.004814
-3.809778	-3.850978	4.614704
0.365001	0.158818	0.086192
1.134678	-0.518815	1.983398
0.125904	-0.135510	-0.007721
6.069979	-0.291757	7.400281
0.469306	0.405011	0.293771
-0.499130	9.159978	-3.091525
-0.200697	0.338725	0.143437
4.144566	9.341716	-3.915982
0.406728	0.240394	-0.008408
-3.427992	2.575763	-1.593677
-0.032281	0.439985	0.163373
4.942015	-3.281960	2.388073
0.034349	0.122608	0.345019
2.638936	0.735497	5.322428
0.149113	0.204711	0.046388
-4.911649	5.618152	-3.490707
0.217299	0.397435	0.118625
6.210059	2.453536	0.701621
0.339022	0.164609	0.017823
9.335764	4.462722	-2.351299
0.030686	-0.151280	0.307459
9.275796	4.179814	-4.582507
-0.002617	-0.208068	0.229408
-3.025605	7.706077	7.964721
0.197661	0.291230	0.390477
-4.779809	-3.102969	5.618609
0.212859	-0.086825	-0.200537
-2.466201	4.361553	0.114749
-0.010445	0.025674	0.245750
7.035890	7.103183	2.898038
0.208327	0.348636	0.425451
-2.827845	4.452651	1.036256
-0.059725	-0.147595	0.391392
-4.007538	1.417127	3.600269
-0.023286	0.161039	-0.080828
-0.329752	-3.340556	7.120579
-0.148968	-0.036813	0.341083
8.428449	6.844539	6.156957
0.211417	0.020844	0.392491
-1.572619	7.953733	-1.558428
-0.062838	0.156804	0.488624
-4.192938	-3.778649	2.870113
0.070101	-0.178999	-0.055902
8.373058	-1.508530	-2.801752
-0.156178	0.448729	-0.189917
-4.293649	-4.119236	0.046082
0.436026	0.048952	0.074587
9.192480	7.557756	3.013398
0.381573	0.270150	0.048265
-1.112552	-4.934996	2.883846
0.466102	0.049020	-0.069178
3.783380	-1.172979	5.260170
